STATE,STATENAME,ST_CASE,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,MONTH,MONTHNAME,DAY,DAYNAME,DAY_WEEK,DAY_WEEKNAME,YEAR,HOUR,HOURNAME,MINUTE,MINUTENAME,TWAY_ID,TWAY_ID2,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,NHS,NHSNAME,SP_JUR,SP_JURNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS
41,Oregon,410306,0,0,2,2,0,2,2,43,LINN (43),0,NOT APPLICABLE,8,August,4,4,6,Friday,2023,21,9:00pm-9:59pm,25,25,US-20 ODOT 16,INGRAM RD,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,202,202,44.47210833,44.47210833,-122.81442778,-122.81442778,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,26,26,21,9:00pm-9:59pm,35,35,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410307,1,1,1,1,0,1,1,5,CLACKAMAS (5),0,NOT APPLICABLE,8,August,5,5,7,Saturday,2023,7,7:00am-7:59am,7,7,SR-173 ODOT 173,E WEST LEG RD,3,State Highway,1,Rural,5,Major Collector,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,5,5,45.32518333,45.32518333,-121.71115833,-121.71115833,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,7,7:00am-7:59am,10,10,7,7:00am-7:59am,38,38,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410308,1,1,1,1,0,1,1,59,UMATILLA (59),0,NOT APPLICABLE,8,August,6,6,1,Sunday,2023,3,3:00am-3:59am,31,31,SR-11 ODOT 8,,3,State Highway,2,Urban,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,331,331,45.96883889,45.96883889,-118.38709722,-118.38709722,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,2,On Shoulder,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,3,3:00am-3:59am,31,31,3,3:00am-3:59am,39,39,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410309,0,0,1,1,0,2,2,43,LINN (43),0,NOT APPLICABLE,6,June,17,17,7,Saturday,2023,11,11:00am-11:59am,25,25,KNOX BUTTE RD,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,35,35,44.64678333,44.64678333,-122.98976389,-122.98976389,32,Culvert,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,25,25,11,11:00am-11:59am,35,35,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2
41,Oregon,410310,0,0,3,3,0,4,4,47,MARION (47),1810,SALEM,8,August,6,6,1,Sunday,2023,13,1:00pm-1:59pm,0,0,CORDON RD SE,,0,Not Signed,2,Urban,3,Other Principal Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,44.91571667,44.91571667,-122.95242778,-122.95242778,12,Motor Vehicle In-Transport,6,Angle,0,No,8,Driveway Access Related,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,0,0,13,1:00pm-1:59pm,7,7,13,1:00pm-1:59pm,21,21,1
41,Oregon,410311,0,0,1,1,0,3,3,11,COOS (11),0,NOT APPLICABLE,8,August,4,4,6,Friday,2023,12,12:00pm-12:59pm,35,35,SOUTH POWERS RD,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,2,2,42.87498333,42.87498333,-124.06231111,-124.06231111,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,39,39,12,12:00pm-12:59pm,40,40,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410312,0,0,1,1,0,1,1,35,KLAMATH (35),0,NOT APPLICABLE,7,July,28,28,6,Friday,2023,20,8:00pm-8:59pm,38,38,US-97 ODOT 4,,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,1784,1784,43.54049722,43.54049722,-121.615675,-121.615675,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,38,38,20,8:00pm-8:59pm,48,48,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410313,0,0,2,2,0,4,4,9,COLUMBIA (9),1710,RAINIER,8,August,11,11,6,Friday,2023,17,5:00pm-5:59pm,10,10,US-30 ODOT 92,MILL ST,2,U.S. Highway,2,Urban,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,481,481,46.09450278,46.09450278,-122.95844167,-122.95844167,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,11,11,17,5:00pm-5:59pm,18,18,17,5:00pm-5:59pm,43,43,1
41,Oregon,410314,1,1,1,1,0,1,1,47,MARION (47),1810,SALEM,8,August,12,12,7,Saturday,2023,10,10:00am-10:59am,53,53,TURNER RD SE,CASCADE GATEWAY PARK,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,44.91200833,44.91200833,-122.99639167,-122.99639167,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,10,10:00am-10:59am,55,55,10,10:00am-10:59am,59,59,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410315,0,0,1,1,0,1,1,29,JACKSON (29),840,GOLD HILL,8,August,12,12,7,Saturday,2023,15,3:00pm-3:59pm,54,54,SR-234 ODOT 271,,3,State Highway,2,Urban,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,26,26,42.43155833,42.43155833,-123.04394722,-123.04394722,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,0,0,16,4:00pm-4:59pm,15,15,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410316,1,1,1,1,0,1,1,47,MARION (47),0,NOT APPLICABLE,8,August,12,12,7,Saturday,2023,19,7:00pm-7:59pm,5,5,SR-164 ODOT 164,TALBOT RD SE,3,State Highway,2,Urban,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,49,49,44.73245833,44.73245833,-123.01035556,-123.01035556,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,53,53,18,6:00pm-6:59pm,57,57,19,7:00pm-7:59pm,25,25,1
41,Oregon,410317,1,1,1,1,0,1,1,9,COLUMBIA (9),1840,SCAPPOOSE,3,March,8,8,4,Wednesday,2023,11,11:00am-11:59am,53,53,US-30 ODOT 92,SW WALNUT ST,2,U.S. Highway,2,Urban,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,203,203,45.74976667,45.74976667,-122.87743056,-122.87743056,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410318,1,1,1,1,0,1,1,5,CLACKAMAS (5),1830,SANDY,3,March,27,27,2,Monday,2023,21,9:00pm-9:59pm,5,5,US-26 ODOT 26,,2,U.S. Highway,2,Urban,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,239,239,45.39730556,45.39730556,-122.26978056,-122.26978056,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,1,Construction,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,8,8,21,9:00pm-9:59pm,15,15,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410319,0,0,1,1,0,1,1,51,MULTNOMAH (51),1650,PORTLAND,3,March,11,11,7,Saturday,2023,2,2:00am-2:59am,29,29,E BURNSIDE ST,,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.52299722,45.52299722,-122.64576667,-122.64576667,19,Building,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,3,Dark - Lighted,98,Not Reported,0,No,0000000,Not Applicable,2,2:00am-2:59am,29,29,2,2:00am-2:59am,34,34,3,3:00am-3:59am,16,16,1
41,Oregon,410320,0,0,2,2,0,3,3,71,YAMHILL (71),0,NOT APPLICABLE,3,March,31,31,6,Friday,2023,16,4:00pm-4:59pm,29,29,NW MEADOW LAKE RD,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,15,15,45.29365,45.29365,-123.21247778,-123.21247778,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410321,1,1,1,1,0,1,1,51,MULTNOMAH (51),1650,PORTLAND,2,February,26,26,1,Sunday,2023,18,6:00pm-6:59pm,29,29,SE 79TH AVE,,0,Not Signed,2,Urban,7,Local,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.49898611,45.49898611,-122.58197222,-122.58197222,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,2,Dark - Not Lighted,4,Snow,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,30,30,18,6:00pm-6:59pm,32,32,19,7:00pm-7:59pm,6,6,1
41,Oregon,410322,1,1,1,1,0,1,1,51,MULTNOMAH (51),880,GRESHAM,3,March,2,2,5,Thursday,2023,18,6:00pm-6:59pm,42,42,NE BURNSIDE RD,,0,Not Signed,2,Urban,3,Other Principal Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,45.50644722,45.50644722,-122.42066389,-122.42066389,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,42,42,18,6:00pm-6:59pm,42,42,19,7:00pm-7:59pm,17,17,1
41,Oregon,410323,1,1,1,1,0,2,2,33,JOSEPHINE (33),310,CAVE JUNCTION,4,April,3,3,2,Monday,2023,23,11:00pm-11:59pm,41,41,E RIVER ST,,0,Not Signed,1,Rural,5,Major Collector,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,42.16934722,42.16934722,-123.64183056,-123.64183056,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,41,41,23,11:00pm-11:59pm,50,50,0,0:00am-0:59am,25,25,1
41,Oregon,410324,0,0,2,2,0,5,5,9,COLUMBIA (9),0,NOT APPLICABLE,4,April,8,8,7,Saturday,2023,10,10:00am-10:59am,50,50,US-30 ODOT 92,,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,635,635,46.12144167,46.12144167,-123.23761667,-123.23761667,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,10,10:00am-10:59am,54,54,11,11:00am-11:59am,0,0,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410325,0,0,1,1,0,1,1,15,CURRY (15),0,NOT APPLICABLE,4,April,9,9,1,Sunday,2023,99,Unknown Hours,99,Unknown Minutes,AGNESS ILLAHE RD,,0,Not Signed,1,Rural,7,Local,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,39,39,42.63267778,42.63267778,-124.05323611,-124.05323611,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410326,0,0,1,1,0,1,1,9,COLUMBIA (9),0,NOT APPLICABLE,4,April,13,13,5,Thursday,2023,2,2:00am-2:59am,49,49,APIARY RD,,0,Not Signed,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,62,62,46.01124167,46.01124167,-123.03141111,-123.03141111,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,2,2:00am-2:59am,49,49,3,3:00am-3:59am,1,1,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410327,1,1,2,2,0,3,3,39,LANE (39),660,EUGENE,4,April,13,13,5,Thursday,2023,21,9:00pm-9:59pm,33,33,SR-132 ODOT 132,,3,State Highway,2,Urban,2,Other Freeways and Expressways,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,16,16,44.07052222,44.07052222,-123.10207222,-123.10207222,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410329,1,1,1,1,0,1,1,67,WASHINGTON (67),180,BEAVERTON,4,April,20,20,5,Thursday,2023,20,8:00pm-8:59pm,20,20,SW HALL BLVD,,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.49408056,45.49408056,-122.80965278,-122.80965278,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,10,Cloudy,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,21,21,20,8:00pm-8:59pm,34,34,20,8:00pm-8:59pm,59,59,1
41,Oregon,410330,0,0,1,1,0,7,7,31,JEFFERSON (31),0,NOT APPLICABLE,4,April,21,21,6,Friday,2023,22,10:00pm-10:59pm,48,48,SE GRIZZLY RD,,0,Not Signed,1,Rural,7,Local,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,39,39,44.61295,44.61295,-121.10292222,-121.10292222,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410331,1,1,1,1,0,1,1,51,MULTNOMAH (51),880,GRESHAM,4,April,21,21,6,Friday,2023,21,9:00pm-9:59pm,42,42,SE STARK ST,,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.51909722,45.51909722,-122.49093611,-122.49093611,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410332,0,0,1,1,0,2,2,19,DOUGLAS (19),0,NOT APPLICABLE,4,April,22,22,7,Saturday,2023,0,0:00am-0:59am,49,49,TUNNEL RD,,0,Not Signed,1,Rural,6,Minor Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,4,4,42.73230556,42.73230556,-123.40608333,-123.40608333,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410333,0,0,2,2,0,2,2,39,LANE (39),660,EUGENE,4,April,27,27,5,Thursday,2023,18,6:00pm-6:59pm,3,3,COBURG RD,E EIGHTH AVE,0,Not Signed,2,Urban,3,Other Principal Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,44.05126667,44.05126667,-123.08704722,-123.08704722,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,7,"Five Point, or More",1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,3,3,18,6:00pm-6:59pm,5,5,18,6:00pm-6:59pm,7,7,1
41,Oregon,410334,0,0,1,1,0,1,1,15,CURRY (15),0,NOT APPLICABLE,5,May,4,4,5,Thursday,2023,99,Unknown Hours,99,Unknown Minutes,SAUNDERS CREEK RD,,0,Not Signed,1,Rural,7,Local,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,42.43934167,42.43934167,-124.35370278,-124.35370278,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,9,Reported as Unknown,99,Reported as Unknown,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410335,0,0,1,1,0,1,1,57,TILLAMOOK (57),0,NOT APPLICABLE,5,May,8,8,2,Monday,2023,23,11:00pm-11:59pm,41,41,FOSS CR,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,9,9,45.70165,45.70165,-123.82703333,-123.82703333,17,Boulder,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,6,Dark - Unknown Lighting,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410336,0,0,1,1,0,1,1,29,JACKSON (29),0,NOT APPLICABLE,5,May,8,8,2,Monday,2023,14,2:00pm-2:59pm,33,33,N RIVER RD,,0,Not Signed,2,Urban,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,26,26,42.41686389,42.41686389,-123.1304,-123.1304,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410337,0,0,2,2,0,4,4,59,UMATILLA (59),990,HERMISTON,5,May,23,23,3,Tuesday,2023,15,3:00pm-3:59pm,35,35,SR-207 ODOT 333,,3,State Highway,2,Urban,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,84,84,45.842825,45.842825,-119.31096111,-119.31096111,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410338,0,0,2,2,0,3,3,51,MULTNOMAH (51),1650,PORTLAND,5,May,29,29,2,Monday,2023,22,10:00pm-10:59pm,25,25,NE COLUMBIA BLVD,NE CULLY BLVD,0,Not Signed,2,Urban,3,Other Principal Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,45.56701667,45.56701667,-122.59035833,-122.59035833,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,26,26,22,10:00pm-10:59pm,36,36,22,10:00pm-10:59pm,55,55,1
41,Oregon,410339,0,0,1,1,0,1,1,47,MARION (47),0,NOT APPLICABLE,6,June,4,4,1,Sunday,2023,2,2:00am-2:59am,0,0,BOONES FERRY RD NE,,0,Not Signed,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,6,6,45.12419444,45.12419444,-122.87212778,-122.87212778,59,Traffic Sign Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,2,2:00am-2:59am,3,3,2,2:00am-2:59am,27,27,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410340,0,0,1,1,0,1,1,29,JACKSON (29),0,NOT APPLICABLE,8,August,14,14,2,Monday,2023,19,7:00pm-7:59pm,58,58,NICK YOUNG DR,,0,Not Signed,2,Urban,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,7,7,42.46183611,42.46183611,-122.83153333,-122.83153333,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,1,Construction,5,Dusk,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,0,0,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410341,0,0,3,3,0,6,6,67,WASHINGTON (67),0,NOT APPLICABLE,8,August,15,15,3,Tuesday,2023,12,12:00pm-12:59pm,33,33,US-26 ODOT 47,,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,519,519,45.62795833,45.62795833,-123.09031389,-123.09031389,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,34,34,12,12:00pm-12:59pm,47,47,99,Unknown,99,Unknown EMS Hospital Arrival Time,2
41,Oregon,410342,0,0,1,1,0,1,1,1,BAKER (1),0,NOT APPLICABLE,8,August,16,16,4,Wednesday,2023,2,2:00am-2:59am,0,0,I-84,,1,Interstate,1,Rural,1,Interstate,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,3222,3222,44.63956111,44.63956111,-117.535725,-117.535725,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
