STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS,DRUNK_DR
41,Oregon,410230,1,1,0,0,0,2,2,11,COOS (11),0,NOT APPLICABLE,12,12,10,October,2020,2,Monday,18,6:00pm-6:59pm,30,30,0,This section IS NOT on the NHS,4,County Road,CR-LARSON LN,,1,Rural,7,Local,2,County Highway Agency,12,12,43.46418056,43.46418056,-124.16432778,-124.16432778,0,No Special Jurisdiction,3,Immersion or Partial Immersion,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,5,Dusk,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,37,37,18,6:00pm-6:59pm,51,51,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410231,1,1,0,0,0,3,3,33,JOSEPHINE (33),0,NOT APPLICABLE,10,10,10,October,2020,7,Saturday,20,8:00pm-8:59pm,35,35,0,This section IS NOT on the NHS,4,County Road,CR-PLEASANT VALLEY RD,,1,Rural,6,Minor Collector,2,County Highway Agency,15,15,42.53649444,42.53649444,-123.40440833,-123.40440833,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410232,2,2,0,0,0,2,2,35,KLAMATH (35),0,NOT APPLICABLE,8,8,10,October,2020,5,Thursday,16,4:00pm-4:59pm,2,2,1,This section IS ON the NHS,3,State Highway,SR-39 ODOT 426,SR-50 ODOT 50,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,166,166,42.02395833,42.02395833,-121.55014722,-121.55014722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,2,2,16,4:00pm-4:59pm,9,9,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410233,1,1,0,1,1,1,1,47,MARION (47),1980,STAYTON,8,8,10,October,2020,5,Thursday,13,1:00pm-1:59pm,35,35,0,This section IS NOT on the NHS,6,Local Street - Municipality,FERN RIDGE RD,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,44.8098,44.8098,-122.79211944,-122.79211944,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,35,35,13,1:00pm-1:59pm,38,38,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410234,1,1,0,1,1,1,1,47,MARION (47),1168,KEIZER,9,9,10,October,2020,6,Friday,12,12:00pm-12:59pm,30,30,0,This section IS NOT on the NHS,6,Local Street - Municipality,WINDSOR ISLAND RD N,,2,Urban,6,Minor Collector,4,City or Municipal Highway Agency,0,,45.00980833,45.00980833,-123.04996944,-123.04996944,0,No Special Jurisdiction,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410235,2,2,0,0,0,2,2,51,MULTNOMAH (51),1650,PORTLAND,9,9,10,October,2020,6,Friday,17,5:00pm-5:59pm,45,45,1,This section IS ON the NHS,1,Interstate,I-5,,2,Urban,1,Interstate,1,State Highway Agency,3056,3056,45.58055556,45.58055556,-122.67848056,-122.67848056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,45,45,17,5:00pm-5:59pm,51,51,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410236,1,1,0,0,0,7,7,35,KLAMATH (35),0,NOT APPLICABLE,23,23,7,July,2020,5,Thursday,2,2:00am-2:59am,32,32,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2353,2353,42.75874444,42.75874444,-121.83776389,-121.83776389,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,2,2:00am-2:59am,29,29,2,2:00am-2:59am,53,53,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410237,2,2,0,0,0,2,2,35,KLAMATH (35),0,NOT APPLICABLE,4,4,11,November,2020,4,Wednesday,21,9:00pm-9:59pm,56,56,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2320,2320,42.84663056,42.84663056,-121.83287778,-121.83287778,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,56,56,23,11:00pm-11:59pm,5,5,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410238,1,1,0,0,0,1,1,51,MULTNOMAH (51),1650,PORTLAND,6,6,11,November,2020,6,Friday,22,10:00pm-10:59pm,11,11,1,This section IS ON the NHS,6,Local Street - Municipality,NE COLUMBIA BLVD,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.56884722,45.56884722,-122.60104444,-122.60104444,0,No Special Jurisdiction,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410239,2,2,0,0,0,4,4,31,JEFFERSON (31),0,NOT APPLICABLE,6,6,11,November,2020,6,Friday,23,11:00pm-11:59pm,56,56,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1106,1106,44.42026389,44.42026389,-121.19903056,-121.19903056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,56,56,0,0:00am-0:59am,10,10,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410240,3,3,0,0,0,3,3,43,LINN (43),20,ALBANY,2,2,1,January,2020,5,Thursday,14,2:00pm-2:59pm,58,58,1,This section IS ON the NHS,2,U.S. Highway,US-20 ODOT 16,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,17,17,44.62934167,44.62934167,-123.048,-123.048,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,15,3:00pm-3:59pm,1,1,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410241,1,1,0,1,1,1,1,59,UMATILLA (59),1350,MILTON-FREEWATER,5,5,1,January,2020,1,Sunday,3,3:00am-3:59am,20,20,1,This section IS ON the NHS,3,State Highway,SR-11 ODOT 8,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,315,315,45.94551667,45.94551667,-118.38752222,-118.38752222,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,3,3:00am-3:59am,33,33,3,3:00am-3:59am,41,41,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410242,1,1,0,1,1,1,1,51,MULTNOMAH (51),880,GRESHAM,6,6,1,January,2020,2,Monday,8,8:00am-8:59am,28,28,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE-HOGAN RD,SE-FIFTH ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.49409722,45.49409722,-122.41391944,-122.41391944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,1,Construction,1,On Roadway,1,Daylight,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410243,1,1,0,1,1,1,1,3,BENTON (3),420,CORVALLIS,8,8,1,January,2020,4,Wednesday,18,6:00pm-6:59pm,43,43,1,This section IS ON the NHS,3,State Highway,SR-99W SW 3RD ST,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,843,843,44.55384722,44.55384722,-123.26501944,-123.26501944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410245,1,1,0,1,1,1,1,67,WASHINGTON (67),0,NOT APPLICABLE,14,14,1,January,2020,3,Tuesday,6,6:00am-6:59am,59,59,1,This section IS ON the NHS,3,State Highway,SR-8 ODOT 29,NW 341ST AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,151,151,45.51996389,45.51996389,-123.0275,-123.0275,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,6,6:00am-6:59am,59,59,7,7:00am-7:59am,5,5,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410246,1,1,0,1,1,1,1,19,DOUGLAS (19),0,NOT APPLICABLE,15,15,1,January,2020,4,Wednesday,20,8:00pm-8:59pm,54,54,0,This section IS NOT on the NHS,4,County Road,CR-STEPHENS ST,,2,Urban,4,Minor Arterial,2,County Highway Agency,0,,43.27160278,43.27160278,-123.35349167,-123.35349167,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,98,Not Reported,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410247,1,1,0,1,1,1,1,31,JEFFERSON (31),0,NOT APPLICABLE,21,21,1,January,2020,3,Tuesday,18,6:00pm-6:59pm,30,30,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,NE CYPRESS ST,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,916,916,44.64425833,44.64425833,-121.126,-121.126,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410248,2,2,0,0,0,2,2,5,CLACKAMAS (5),0,NOT APPLICABLE,22,22,1,January,2020,4,Wednesday,0,0:00am-0:59am,30,30,0,This section IS NOT on the NHS,3,State Highway,SR-551 ODOT 51,,1,Rural,4,Minor Arterial,1,State Highway Agency,10,10,45.26634167,45.26634167,-122.76903889,-122.76903889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,0,0:00am-0:59am,30,30,0,0:00am-0:59am,33,33,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410249,1,1,0,0,0,1,1,5,CLACKAMAS (5),0,NOT APPLICABLE,24,24,1,January,2020,6,Friday,0,0:00am-0:59am,29,29,0,This section IS NOT on the NHS,3,State Highway,SR-213 ODOT 160,,1,Rural,4,Minor Arterial,1,State Highway Agency,126,126,45.19673611,45.19673611,-122.58160833,-122.58160833,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410250,2,2,0,1,1,2,2,39,LANE (39),1960,SPRINGFIELD,24,24,1,January,2020,6,Friday,18,6:00pm-6:59pm,23,23,1,This section IS ON the NHS,3,State Highway,SR-126B ODOT 15,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,60,60,44.04565556,44.04565556,-122.93375,-122.93375,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,23,23,18,6:00pm-6:59pm,25,25,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410251,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,28,28,1,January,2020,3,Tuesday,2,2:00am-2:59am,11,11,1,This section IS ON the NHS,3,State Highway,SR-30B ODOT 123,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,65,65,45.57708056,45.57708056,-122.65406944,-122.65406944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410252,1,1,0,0,0,1,1,47,MARION (47),0,NOT APPLICABLE,10,10,2,February,2020,2,Monday,20,8:00pm-8:59pm,30,30,0,This section IS NOT on the NHS,5,Local Street - Township,CR-OLNEY ST SE,,1,Rural,7,Local,2,County Highway Agency,23,23,44.85035833,44.85035833,-122.89295,-122.89295,0,No Special Jurisdiction,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,29,29,20,8:00pm-8:59pm,41,41,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410253,1,1,0,1,1,1,1,47,MARION (47),1168,KEIZER,11,11,2,February,2020,3,Tuesday,22,10:00pm-10:59pm,5,5,1,This section IS ON the NHS,6,Local Street - Municipality,RIVER RD N,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,,44.99714722,44.99714722,-123.02665833,-123.02665833,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410254,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,14,14,2,February,2020,6,Friday,19,7:00pm-7:59pm,23,23,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE TACOMA ST,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.46433056,45.46433056,-122.64662222,-122.64662222,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,8,Driveway Access Related,1,Not an Intersection,0,,4,On Roadside,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410255,2,2,0,0,0,3,3,67,WASHINGTON (67),0,NOT APPLICABLE,15,15,2,February,2020,7,Saturday,8,8:00am-8:59am,44,44,0,This section IS NOT on the NHS,4,County Road,CR-NW GLENCOE RD,CR-NW WREN GLENCOE LINK,1,Rural,4,Minor Arterial,2,County Highway Agency,0,,45.56380556,45.56380556,-123.00488056,-123.00488056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410256,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,17,17,2,February,2020,2,Monday,0,0:00am-0:59am,28,28,0,This section IS NOT on the NHS,6,Local Street - Municipality,SW VISTA AVE,SW PARK LN,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,45.52130833,45.52130833,-122.69823611,-122.69823611,0,No Special Jurisdiction,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410257,2,2,0,0,0,4,4,17,DESCHUTES (17),0,NOT APPLICABLE,25,25,2,February,2020,3,Tuesday,15,3:00pm-3:59pm,32,32,0,This section IS NOT on the NHS,4,County Road,CR-SW CANAL BLVD,CR-SW 61ST ST,1,Rural,4,Minor Arterial,2,County Highway Agency,0,,44.21006944,44.21006944,-121.244225,-121.244225,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,7,"Five Point, or More",0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,32,32,15,3:00pm-3:59pm,42,42,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410258,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,29,29,2,February,2020,7,Saturday,21,9:00pm-9:59pm,37,37,0,This section IS NOT on the NHS,6,Local Street - Municipality,NE 46TH AVE,NE HALSEY ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.53378611,45.53378611,-122.61589722,-122.61589722,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410259,1,1,0,0,0,1,1,5,CLACKAMAS (5),1197,LAKE OSWEGO,2,2,3,March,2020,2,Monday,8,8:00am-8:59am,20,20,0,This section IS NOT on the NHS,6,Local Street - Municipality,IRON MOUNTAIN BLVD,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,45.41713889,45.41713889,-122.69388889,-122.69388889,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,2,Rain,0,No,0000000,Not Applicable,8,8:00am-8:59am,20,20,8,8:00am-8:59am,29,29,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410260,1,1,0,0,0,3,3,51,MULTNOMAH (51),1650,PORTLAND,4,4,3,March,2020,4,Wednesday,11,11:00am-11:59am,15,15,0,This section IS NOT on the NHS,6,Local Street - Municipality,SW NAITO PKWY,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.50979444,45.50979444,-122.67683056,-122.67683056,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410261,1,1,0,0,0,1,1,47,MARION (47),0,NOT APPLICABLE,4,4,3,March,2020,4,Wednesday,16,4:00pm-4:59pm,6,6,0,This section IS NOT on the NHS,4,County Road,CR-MATHENY RD N,,1,Rural,5,Major Collector,2,County Highway Agency,5,5,45.08996667,45.08996667,-123.04425,-123.04425,0,No Special Jurisdiction,3,Immersion or Partial Immersion,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410262,1,1,0,0,0,1,1,67,WASHINGTON (67),0,NOT APPLICABLE,5,5,3,March,2020,5,Thursday,6,6:00am-6:59am,19,19,0,This section IS NOT on the NHS,3,State Highway,SR-47 ODOT 102,,1,Rural,4,Minor Arterial,1,State Highway Agency,755,755,45.70374444,45.70374444,-123.19777778,-123.19777778,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,6,6:00am-6:59am,21,21,6,6:00am-6:59am,33,33,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410263,2,2,0,0,0,3,3,5,CLACKAMAS (5),0,NOT APPLICABLE,9,9,3,March,2020,2,Monday,15,3:00pm-3:59pm,34,34,0,This section IS NOT on the NHS,4,County Road,CR-SE BORGES RD,CR-SE 222ND DR,2,Urban,5,Major Collector,2,County Highway Agency,16,16,45.44687778,45.44687778,-122.43449722,-122.43449722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,35,35,15,3:00pm-3:59pm,43,43,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410264,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,17,17,3,March,2020,3,Tuesday,0,0:00am-0:59am,40,40,1,This section IS ON the NHS,3,State Highway,SR-99 ODOT 91,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,32,32,45.47961944,45.47961944,-122.68017778,-122.68017778,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,2,On Shoulder,6,Dark - Unknown Lighting,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410265,1,1,0,0,0,2,2,3,BENTON (3),0,NOT APPLICABLE,17,17,3,March,2020,3,Tuesday,11,11:00am-11:59am,30,30,0,This section IS NOT on the NHS,3,State Highway,SR-34 ODOT 27,,1,Rural,4,Minor Arterial,1,State Highway Agency,504,504,44.47231667,44.47231667,-123.49047778,-123.49047778,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
