STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,CITY,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
41,Oregon,410210,2,2,0,0,2,2,0,51,1650,14,14,8,August,2015,6,Friday,1,1:00am-1:59am,56,56,1,This section IS ON the NHS,1,Interstate,I-205,,2,Urban,1,Interstate,1,State Highway Agency,199,199,45.507675,45.507675,-122.5651917,-122.56519167,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,1,1:00am-1:59am,56,56,2,2:00am-2:59am,1,1,2,2:00am-2:59am,25,25,0,,0,,0,,1,1
41,Oregon,410211,1,1,0,0,1,1,0,27,300,5,5,7,July,2015,1,Sunday,6,6:00am-6:59am,2,2,0,This section IS NOT on the NHS,6,Local Street - Municipality,FOREST LN,,1,Rural,5,Major Collector,4,City or Municipal Highway Agency,0,,45.67875278,45.67875278,-121.8586167,-121.85861667,0,No Special Jurisdiction,52,Guardrail End,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,6,6:00am-6:59am,5,5,6,6:00am-6:59am,10,10,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410212,1,1,0,0,1,1,0,27,0,5,5,7,July,2015,1,Sunday,21,9:00pm-9:59pm,15,15,0,This section IS NOT on the NHS,3,State Highway,SR-281 (ODOT 281),,1,Rural,5,Major Collector,1,State Highway Agency,104,104,45.62108889,45.62108889,-121.6082444,-121.60824444,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,15,15,21,9:00pm-9:59pm,20,20,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410213,1,1,0,0,1,1,0,3,0,13,13,7,July,2015,2,Monday,14,2:00pm-2:59pm,35,35,0,This section IS NOT on the NHS,3,State Highway,SR-99W (ODOT 91),,1,Rural,4,Minor Arterial,1,State Highway Agency,917,917,44.47623333,44.47623333,-123.2731917,-123.27319167,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,35,35,14,2:00pm-2:59pm,42,42,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410214,2,2,0,0,3,3,0,1,0,8,8,9,September,2015,3,Tuesday,21,9:00pm-9:59pm,53,53,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,3213,3213,44.54450556,44.54450556,-117.4189417,-117.41894167,0,No Special Jurisdiction,25,Concrete Traffic Barrier,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,53,53,22,10:00pm-10:59pm,7,7,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410215,2,2,0,0,5,5,0,39,0,8,8,9,September,2015,3,Tuesday,17,5:00pm-5:59pm,20,20,0,This section IS NOT on the NHS,3,State Highway,SR-99 (ODOT 91),,1,Rural,4,Minor Arterial,1,State Highway Agency,1050,1050,44.278925,44.278925,-123.2399139,-123.23991389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,22,22,17,5:00pm-5:59pm,32,32,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,2,0
41,Oregon,410216,2,2,0,0,6,6,0,33,0,10,10,9,September,2015,5,Thursday,17,5:00pm-5:59pm,30,30,1,This section IS ON the NHS,2,U.S. Highway,US-199 (ODOT 25),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,272,272,42.18854444,42.18854444,-123.6475639,-123.64756389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,38,38,18,6:00pm-6:59pm,1,1,19,7:00pm-7:59pm,0,0,0,,0,,0,,3,1
41,Oregon,410217,1,1,0,0,1,1,0,51,1650,6,6,9,September,2015,1,Sunday,6,6:00am-6:59am,52,52,1,This section IS ON the NHS,2,U.S. Highway,US-26 (ODOT 26),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,49,49,45.49741667,45.49741667,-122.5825611,-122.58256111,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,3,On Median,4,Dawn,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,6,6:00am-6:59am,52,52,6,6:00am-6:59am,55,55,7,7:00am-7:59am,16,16,0,,0,,0,,1,1
41,Oregon,410218,2,2,0,0,3,3,0,5,0,14,14,9,September,2015,2,Monday,9,9:00am-9:59am,57,57,0,This section IS NOT on the NHS,3,State Highway,SR-211 (ODOT 161),,1,Rural,4,Minor Arterial,1,State Highway Agency,105,105,45.14994444,45.14994444,-122.6136722,-122.61367222,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,9,9:00am-9:59am,57,57,10,10:00am-10:59am,2,2,11,11:00am-11:59am,7,7,0,,0,,0,,1,0
41,Oregon,410219,1,1,0,0,1,1,0,35,0,9,9,9,September,2015,4,Wednesday,16,4:00pm-4:59pm,55,55,0,This section IS NOT on the NHS,4,County Road,CR-BLISS ROAD,,1,Rural,5,Major Collector,2,County Highway Agency,37,37,42.42823056,42.42823056,-121.5182333,-121.51823333,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410220,1,1,0,0,4,4,0,29,0,6,6,8,August,2015,5,Thursday,14,2:00pm-2:59pm,20,20,0,This section IS NOT on the NHS,4,County Road,CR-OLD TRAIL CREEK RD,,1,Rural,7,Local,2,County Highway Agency,10,10,42.651825,42.651825,-122.8155694,-122.81556944,0,No Special Jurisdiction,17,Boulder,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410221,1,1,0,0,1,1,0,47,0,27,27,7,July,2015,2,Monday,20,8:00pm-8:59pm,55,55,0,This section IS NOT on the NHS,4,County Road,CR-CROSBY ROAD,,1,Rural,7,Local,2,County Highway Agency,12,12,45.17321944,45.17321944,-122.9103944,-122.91039444,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,55,55,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410222,1,1,0,0,2,2,0,29,0,27,27,7,July,2015,2,Monday,13,1:00pm-1:59pm,30,30,1,This section IS ON the NHS,1,Interstate,I-5 RAMP,,2,Urban,1,Interstate,1,State Highway Agency,408,408,42.4255,42.4255,-123.0399639,-123.03996389,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,5,Entrance/Exit Ramp Related,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,30,30,13,1:00pm-1:59pm,40,40,14,2:00pm-2:59pm,23,23,0,,0,,0,,1,1
41,Oregon,410223,1,1,0,0,1,1,0,3,0,30,30,7,July,2015,5,Thursday,23,11:00pm-11:59pm,50,50,0,This section IS NOT on the NHS,3,State Highway,SR-99 (ODOT 91),,1,Rural,4,Minor Arterial,1,State Highway Agency,961,961,44.38301389,44.38301389,-123.2872889,-123.28728889,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,51,51,0,0:00am-0:59am,0,0,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410224,2,2,0,0,2,2,0,51,1650,21,21,7,July,2015,3,Tuesday,15,3:00pm-3:59pm,21,21,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE FOSTER ROAD,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.47626944,45.47626944,-122.5006611,-122.50066111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,23,23,15,3:00pm-3:59pm,28,28,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410225,7,7,0,0,13,13,0,67,0,1,1,9,September,2015,3,Tuesday,19,7:00pm-7:59pm,1,1,1,This section IS ON the NHS,3,State Highway,SR-8 (ODOT 29),SW 185TH AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,66,66,45.49403056,45.49403056,-122.8683083,-122.86830833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,46,46,19,7:00pm-7:59pm,47,47,19,7:00pm-7:59pm,52,52,28,Backup Due to Regular Congestion,0,,0,,1,0
41,Oregon,410226,2,2,0,0,2,2,0,41,0,31,31,7,July,2015,6,Friday,7,7:00am-7:59am,11,11,1,This section IS ON the NHS,2,U.S. Highway,US-101 (ODOT 9),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1211,1211,44.89341667,44.89341667,-124.0170889,-124.01708889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,4,Dawn,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,7,7:00am-7:59am,14,14,7,7:00am-7:59am,18,18,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410227,1,1,0,0,1,1,0,17,0,24,24,7,July,2015,6,Friday,5,5:00am-5:59am,54,54,1,This section IS ON the NHS,2,U.S. Highway,US-20 (ODOT 16),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,968,968,44.33449444,44.33449444,-121.5925333,-121.59253333,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,4,Dawn,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,5,5:00am-5:59am,54,54,6,6:00am-6:59am,10,10,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410228,2,2,0,0,2,2,0,59,1610,24,24,7,July,2015,6,Friday,20,8:00pm-8:59pm,12,12,1,This section IS ON the NHS,2,U.S. Highway,US-30 (ODOT 67),I-84 RAMP,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,7,7,45.67600278,45.67600278,-118.8401583,-118.84015833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,1,Yes,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410229,1,1,0,0,1,1,0,59,0,28,28,7,July,2015,3,Tuesday,11,11:00am-11:59am,16,16,1,This section IS ON the NHS,2,U.S. Highway,US-395 (ODOT 28),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,366,366,45.29926944,45.29926944,-119.0053556,-119.00535556,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,16,16,11,11:00am-11:59am,50,50,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410230,1,1,0,0,4,4,0,19,0,2,2,8,August,2015,1,Sunday,16,4:00pm-4:59pm,46,46,0,This section IS NOT on the NHS,4,County Road,CR-NONPAREIL ROAD,,1,Rural,5,Major Collector,2,County Highway Agency,0,,43.40914444,43.40914444,-123.2375667,-123.23756667,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,46,46,16,4:00pm-4:59pm,54,54,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410231,1,1,0,0,1,1,0,39,0,7,7,8,August,2015,6,Friday,99,Unknown Hours,99,Unknown Minutes,0,This section IS NOT on the NHS,4,County Road,CR-CROW ROAD,,1,Rural,5,Major Collector,2,County Highway Agency,8,8,43.98781111,43.98781111,-123.3154472,-123.31544722,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,0,0,21,9:00pm-9:59pm,11,11,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410232,2,1,1,0,3,3,0,29,0,8,8,8,August,2015,7,Saturday,7,7:00am-7:59am,15,15,1,This section IS ON the NHS,1,Interstate,I-5,,1,Rural,1,Interstate,1,State Highway Agency,41,41,42.04782222,42.04782222,-122.606475,-122.606475,0,No Special Jurisdiction,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,2,On Shoulder,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,7,7:00am-7:59am,17,17,7,7:00am-7:59am,36,36,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,2,0
41,Oregon,410233,1,1,0,1,1,1,1,51,1650,7,7,8,August,2015,6,Friday,13,1:00pm-1:59pm,44,44,0,This section IS NOT on the NHS,6,Local Street - Municipality,NE LLOYD BLVD,NE 1ST AVE,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.52693056,45.52693056,-122.6645528,-122.66455278,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,44,44,13,1:00pm-1:59pm,51,51,14,2:00pm-2:59pm,10,10,0,,0,,0,,1,0
41,Oregon,410234,1,1,0,0,1,1,0,39,0,13,13,8,August,2015,5,Thursday,99,Unknown Hours,99,Unknown Minutes,0,This section IS NOT on the NHS,4,County Road,CR-LONDON ROAD,,1,Rural,5,Major Collector,2,County Highway Agency,40,40,43.70707778,43.70707778,-123.0737944,-123.07379444,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,9,Unknown,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,9,9:00am-9:59am,47,47,9,9:00am-9:59am,57,57,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410235,1,1,0,0,2,2,0,23,0,16,16,8,August,2015,1,Sunday,5,5:00am-5:59am,0,0,1,This section IS ON the NHS,2,U.S. Highway,US-26 (ODOT 5),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1520,1520,44.41522222,44.41522222,-119.1526861,-119.15268611,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,5,5:00am-5:59am,6,6,5,5:00am-5:59am,26,26,5,5:00am-5:59am,56,56,0,,0,,0,,1,1
41,Oregon,410236,1,1,0,0,1,1,0,33,0,14,14,7,July,2015,3,Tuesday,23,11:00pm-11:59pm,14,14,0,This section IS NOT on the NHS,3,State Highway,SR-46 (ODOT 38),,1,Rural,5,Major Collector,1,State Highway Agency,67,67,42.14745833,42.14745833,-123.6016944,-123.60169444,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,17,17,23,11:00pm-11:59pm,23,23,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410237,1,1,0,0,1,1,0,39,0,14,14,7,July,2015,3,Tuesday,8,8:00am-8:59am,5,5,1,This section IS ON the NHS,1,Interstate,I-5 RAMP,,1,Rural,1,Interstate,1,State Highway Agency,1786,1786,43.85028333,43.85028333,-123.0215278,-123.02152778,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,5,Entrance/Exit Ramp Related,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,8,8:00am-8:59am,9,9,8,8:00am-8:59am,17,17,8,8:00am-8:59am,43,43,0,,0,,0,,1,1
41,Oregon,410238,1,1,0,0,3,3,0,53,0,16,16,8,August,2015,1,Sunday,7,7:00am-7:59am,57,57,1,This section IS ON the NHS,3,State Highway,SR-18 (ODOT 39),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,280,280,45.05073333,45.05073333,-123.5043694,-123.50436944,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,7,7:00am-7:59am,58,58,8,8:00am-8:59am,9,9,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410239,3,3,0,0,8,8,0,17,0,15,15,7,July,2015,4,Wednesday,22,10:00pm-10:59pm,54,54,1,This section IS ON the NHS,2,U.S. Highway,US-20 (ODOT 17),CR-COOLEY RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,175,175,44.10921944,44.10921944,-121.3103333,-121.31033333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,1,Yes,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,56,56,23,11:00pm-11:59pm,0,0,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410240,2,2,0,0,2,2,0,41,1500,17,17,7,July,2015,6,Friday,14,2:00pm-2:59pm,57,57,1,This section IS ON the NHS,2,U.S. Highway,US-101 (ODOT 9),NE 36TH ST,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1385,1385,44.66243611,44.66243611,-124.054925,-124.054925,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,5,5,15,3:00pm-3:59pm,17,17,15,3:00pm-3:59pm,44,44,0,,0,,0,,1,0
41,Oregon,410241,1,1,0,1,2,2,1,5,1830,15,15,8,August,2015,7,Saturday,20,8:00pm-8:59pm,47,47,1,This section IS ON the NHS,2,U.S. Highway,US-26 (ODOT 26),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,235,235,45.39911111,45.39911111,-122.274775,-122.274775,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,48,48,20,8:00pm-8:59pm,51,51,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410242,1,1,0,0,1,1,0,29,580,14,14,8,August,2015,6,Friday,18,6:00pm-6:59pm,42,42,0,This section IS NOT on the NHS,6,Local Street - Municipality,HANNON ROAD,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,42.46962778,42.46962778,-122.8152944,-122.81529444,0,No Special Jurisdiction,53,Mail Box,0,Not a Collision with Motor Vehicle In-Transport,0,No,8,Driveway Access Related,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,42,42,18,6:00pm-6:59pm,43,43,19,7:00pm-7:59pm,20,20,0,,0,,0,,1,1
41,Oregon,410243,1,1,0,1,2,2,1,51,1650,10,10,8,August,2015,2,Monday,8,8:00am-8:59am,57,57,1,This section IS ON the NHS,3,State Highway,SR-213 (ODOT 68),NE GLISAN ST,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,28,28,45.526425,45.526425,-122.5790806,-122.57908056,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,8,8:00am-8:59am,57,57,9,9:00am-9:59am,2,2,9,9:00am-9:59am,18,18,0,,0,,0,,1,0
41,Oregon,410244,1,1,0,1,1,1,1,65,2060,14,14,8,August,2015,6,Friday,15,3:00pm-3:59pm,4,4,1,This section IS ON the NHS,1,Interstate,I-84,,2,Urban,1,Interstate,1,State Highway Agency,850,850,45.60149722,45.60149722,-121.1774556,-121.17745556,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,5,5,15,3:00pm-3:59pm,10,10,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410245,2,2,0,0,2,2,0,39,660,19,19,8,August,2015,4,Wednesday,9,9:00am-9:59am,14,14,0,This section IS NOT on the NHS,6,Local Street - Municipality,CRESCENT AVE,CHUCKANUT ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.09295833,44.09295833,-123.0730778,-123.07307778,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,9,9:00am-9:59am,14,14,9,9:00am-9:59am,21,21,9,9:00am-9:59am,42,42,0,,0,,0,,1,0
